,Place,ProductId,ProductName,UmId,UmName,Month,Year,Price
993,National Average,176,Tea (green) - Retail,33,Unit,9,2015,4.02
994,National Average,176,Tea (green) - Retail,33,Unit,10,2015,4.02
995,National Average,176,Tea (green) - Retail,33,Unit,11,2015,4.06
996,National Average,176,Tea (green) - Retail,33,Unit,12,2015,4.13
997,National Average,176,Tea (green) - Retail,33,Unit,1,2016,4.21
998,National Average,176,Tea (green) - Retail,33,Unit,2,2016,4.37
999,National Average,176,Tea (green) - Retail,33,Unit,3,2016,4.41
1000,National Average,176,Tea (green) - Retail,33,Unit,4,2016,4.4
1001,National Average,176,Tea (green) - Retail,33,Unit,5,2016,4.46
1002,National Average,176,Tea (green) - Retail,33,Unit,6,2016,4.54
1003,National Average,176,Tea (green) - Retail,33,Unit,7,2016,4.57
1004,National Average,176,Tea (green) - Retail,33,Unit,8,2016,4.59
1005,National Average,176,Tea (green) - Retail,33,Unit,9,2016,4.59
1006,National Average,176,Tea (green) - Retail,33,Unit,10,2016,4.52
1007,National Average,176,Tea (green) - Retail,33,Unit,11,2016,4.31
1008,National Average,176,Tea (green) - Retail,33,Unit,12,2016,4.55
1009,National Average,176,Tea (green) - Retail,33,Unit,1,2017,4.72
1010,National Average,176,Tea (green) - Retail,33,Unit,2,2017,4.61
1011,National Average,176,Tea (green) - Retail,33,Unit,3,2017,4.65
1012,National Average,181,Cabbage - Retail,5,KG,11,2013,1.0915
1013,National Average,181,Cabbage - Retail,5,KG,12,2013,1.1181
1014,National Average,181,Cabbage - Retail,5,KG,1,2014,1.1632
1015,National Average,181,Cabbage - Retail,5,KG,2,2014,1.0786
1016,National Average,181,Cabbage - Retail,5,KG,3,2014,1.0386
1017,National Average,181,Cabbage - Retail,5,KG,10,2014,1.041
1018,National Average,181,Cabbage - Retail,5,KG,11,2014,1.026
1019,National Average,181,Cabbage - Retail,5,KG,12,2014,1.092
1020,National Average,181,Cabbage - Retail,5,KG,1,2015,1.119
1021,National Average,181,Cabbage - Retail,5,KG,2,2015,1.108
1022,National Average,181,Cabbage - Retail,5,KG,3,2015,1.318
1023,National Average,181,Cabbage - Retail,5,KG,11,2015,1.17
1024,National Average,181,Cabbage - Retail,5,KG,12,2015,1.27
1025,National Average,181,Cabbage - Retail,5,KG,1,2016,1.49
1026,National Average,181,Cabbage - Retail,5,KG,2,2016,1.49
1027,National Average,181,Cabbage - Retail,5,KG,3,2016,1.33
1028,National Average,181,Cabbage - Retail,5,KG,4,2016,1.5
1029,National Average,181,Cabbage - Retail,5,KG,10,2016,1.26
1030,National Average,181,Cabbage - Retail,5,KG,11,2016,1.22
1031,National Average,181,Cabbage - Retail,5,KG,12,2016,1.34
1032,National Average,181,Cabbage - Retail,5,KG,1,2017,1.42
1033,National Average,181,Cabbage - Retail,5,KG,2,2017,1.41
1034,National Average,181,Cabbage - Retail,5,KG,3,2017,1.36
1035,National Average,181,Cabbage - Retail,5,KG,1,2018,1.3067
1036,National Average,181,Cabbage - Retail,5,KG,2,2018,1.2673
1037,National Average,181,Cabbage - Retail,5,KG,3,2018,1.323
1038,National Average,181,Cabbage - Retail,5,KG,5,2018,2.0784
1039,National Average,181,Cabbage - Retail,5,KG,10,2018,2.0557
1040,National Average,181,Cabbage - Retail,5,KG,11,2018,1.82
1041,National Average,181,Cabbage - Retail,5,KG,12,2018,1.8787
1042,National Average,181,Cabbage - Retail,5,KG,1,2019,2.1818
1043,National Average,181,Cabbage - Retail,5,KG,2,2019,2.6111
1044,National Average,181,Cabbage - Retail,5,KG,3,2019,3.0171
1045,National Average,181,Cabbage - Retail,5,KG,10,2019,2.0523
1046,National Average,181,Cabbage - Retail,5,KG,11,2019,1.7226
1047,National Average,181,Cabbage - Retail,5,KG,12,2019,1.6254
1048,National Average,183,Meat (mutton) - Retail,5,KG,5,2013,25.7179
1049,National Average,183,Meat (mutton) - Retail,5,KG,6,2013,25.2387
1050,National Average,183,Meat (mutton) - Retail,5,KG,11,2013,25.7249
1051,National Average,183,Meat (mutton) - Retail,5,KG,12,2013,25.7582
1052,National Average,183,Meat (mutton) - Retail,5,KG,1,2014,26.0474
1053,National Average,183,Meat (mutton) - Retail,5,KG,2,2014,26.6663
1054,National Average,183,Meat (mutton) - Retail,5,KG,3,2014,26.8948
1055,National Average,183,Meat (mutton) - Retail,5,KG,5,2014,26.7719
1056,National Average,183,Meat (mutton) - Retail,5,KG,6,2014,26.4219
1057,National Average,183,Meat (mutton) - Retail,5,KG,7,2014,26.7503
1058,National Average,183,Meat (mutton) - Retail,5,KG,8,2014,26.9616
1059,National Average,183,Meat (mutton) - Retail,5,KG,9,2014,27.1764
1060,National Average,183,Meat (mutton) - Retail,5,KG,10,2014,24.376
1061,National Average,183,Meat (mutton) - Retail,5,KG,11,2014,24.61
1062,National Average,183,Meat (mutton) - Retail,5,KG,12,2014,24.046
1063,National Average,183,Meat (mutton) - Retail,5,KG,1,2015,24.18
1064,National Average,183,Meat (mutton) - Retail,5,KG,2,2015,25.29
1065,National Average,183,Meat (mutton) - Retail,5,KG,3,2015,25.907
1066,National Average,183,Meat (mutton) - Retail,5,KG,4,2015,26.31
1067,National Average,183,Meat (mutton) - Retail,5,KG,5,2015,26.64
1068,National Average,183,Meat (mutton) - Retail,5,KG,6,2015,26.9
1069,National Average,183,Meat (mutton) - Retail,5,KG,7,2015,27.93
1070,National Average,183,Meat (mutton) - Retail,5,KG,8,2015,28.15
1071,National Average,183,Meat (mutton) - Retail,5,KG,9,2015,28.24
1072,National Average,183,Meat (mutton) - Retail,5,KG,10,2015,28.24
1073,National Average,183,Meat (mutton) - Retail,5,KG,11,2015,28.08
1074,National Average,183,Meat (mutton) - Retail,5,KG,12,2015,28.19
1075,National Average,183,Meat (mutton) - Retail,5,KG,1,2016,29.18
1076,National Average,183,Meat (mutton) - Retail,5,KG,2,2016,29.8
1077,National Average,183,Meat (mutton) - Retail,5,KG,3,2016,29.99
1078,National Average,183,Meat (mutton) - Retail,5,KG,4,2016,29.48
1079,National Average,183,Meat (mutton) - Retail,5,KG,5,2016,30.53
1080,National Average,183,Meat (mutton) - Retail,5,KG,6,2016,30.94
1081,National Average,183,Meat (mutton) - Retail,5,KG,7,2016,31.45
1082,National Average,183,Meat (mutton) - Retail,5,KG,8,2016,31.57
1083,National Average,183,Meat (mutton) - Retail,5,KG,9,2016,31.7
1084,National Average,183,Meat (mutton) - Retail,5,KG,10,2016,31.85
1085,National Average,183,Meat (mutton) - Retail,5,KG,11,2016,32.09
1086,National Average,183,Meat (mutton) - Retail,5,KG,12,2016,34.12
1087,National Average,183,Meat (mutton) - Retail,5,KG,1,2017,32.5
1088,National Average,183,Meat (mutton) - Retail,5,KG,2,2017,32.76
1089,National Average,183,Meat (mutton) - Retail,5,KG,3,2017,34.03
1090,National Average,183,Meat (mutton) - Retail,5,KG,1,2018,40.5199
1091,National Average,183,Meat (mutton) - Retail,5,KG,2,2018,42.5661
1092,National Average,183,Meat (mutton) - Retail,5,KG,3,2018,46.1963
1093,National Average,183,Meat (mutton) - Retail,5,KG,4,2018,48.8597
1094,National Average,183,Meat (mutton) - Retail,5,KG,5,2018,49.849
1095,National Average,183,Meat (mutton) - Retail,5,KG,6,2018,50.3052
1096,National Average,183,Meat (mutton) - Retail,5,KG,7,2018,49.4432
1097,National Average,183,Meat (mutton) - Retail,5,KG,8,2018,48.9914
1098,National Average,183,Meat (mutton) - Retail,5,KG,9,2018,49.8003
1099,National Average,183,Meat (mutton) - Retail,5,KG,10,2018,49.8016
1100,National Average,183,Meat (mutton) - Retail,5,KG,11,2018,49.6199
1101,National Average,183,Meat (mutton) - Retail,5,KG,12,2018,49.6461
1102,National Average,183,Meat (mutton) - Retail,5,KG,1,2019,49.0087
1103,National Average,183,Meat (mutton) - Retail,5,KG,2,2019,49.8641
1104,National Average,183,Meat (mutton) - Retail,5,KG,3,2019,50.5602
1105,National Average,183,Meat (mutton) - Retail,5,KG,4,2019,51.3721
1106,National Average,183,Meat (mutton) - Retail,5,KG,5,2019,51.9312
1107,National Average,183,Meat (mutton) - Retail,5,KG,6,2019,51.7482
1108,National Average,183,Meat (mutton) - Retail,5,KG,7,2019,51.8963
1109,National Average,183,Meat (mutton) - Retail,5,KG,8,2019,52.1786
1110,National Average,183,Meat (mutton) - Retail,5,KG,9,2019,52.6345
1111,National Average,183,Meat (mutton) - Retail,5,KG,10,2019,52.7551
1112,National Average,183,Meat (mutton) - Retail,5,KG,11,2019,52.5824
1113,National Average,183,Meat (mutton) - Retail,5,KG,12,2019,52.9188
1114,National Average,184,Oil (sunflower) - Retail,15,L,5,2013,6.2098
1115,National Average,184,Oil (sunflower) - Retail,15,L,6,2013,6.1934
1116,National Average,184,Oil (sunflower) - Retail,15,L,11,2013,5.952
1117,National Average,184,Oil (sunflower) - Retail,15,L,12,2013,5.9751
1118,National Average,184,Oil (sunflower) - Retail,15,L,1,2014,6.0587
1119,National Average,184,Oil (sunflower) - Retail,15,L,2,2014,6.1467
1120,National Average,184,Oil (sunflower) - Retail,15,L,3,2014,6.1778
1121,National Average,184,Oil (sunflower) - Retail,15,L,5,2014,6.1895
1122,National Average,184,Oil (sunflower) - Retail,15,L,6,2014,6.1753
1123,National Average,184,Oil (sunflower) - Retail,15,L,7,2014,6.1447
1124,National Average,184,Oil (sunflower) - Retail,15,L,8,2014,6.1279
1125,National Average,184,Oil (sunflower) - Retail,15,L,9,2014,6.1091
1126,National Average,184,Oil (sunflower) - Retail,15,L,10,2014,6.18
1127,National Average,184,Oil (sunflower) - Retail,15,L,11,2014,6.185
1128,National Average,184,Oil (sunflower) - Retail,15,L,12,2014,6.26
1129,National Average,184,Oil (sunflower) - Retail,15,L,1,2015,6.45
1130,National Average,184,Oil (sunflower) - Retail,15,L,2,2015,6.55
1131,National Average,184,Oil (sunflower) - Retail,15,L,3,2015,6.541
1132,National Average,184,Oil (sunflower) - Retail,15,L,4,2015,6.61
1133,National Average,184,Oil (sunflower) - Retail,15,L,5,2015,6.61
1134,National Average,184,Oil (sunflower) - Retail,15,L,6,2015,22.74
1135,National Average,184,Oil (sunflower) - Retail,15,L,7,2015,6.87
1136,National Average,184,Oil (sunflower) - Retail,15,L,8,2015,7.06
1137,National Average,184,Oil (sunflower) - Retail,15,L,9,2015,7.09
1138,National Average,184,Oil (sunflower) - Retail,15,L,10,2015,7.09
1139,National Average,184,Oil (sunflower) - Retail,15,L,11,2015,7.39
1140,National Average,184,Oil (sunflower) - Retail,15,L,12,2015,7.57
1141,National Average,184,Oil (sunflower) - Retail,15,L,1,2016,7.65
1142,National Average,184,Oil (sunflower) - Retail,15,L,2,2016,7.76
1143,National Average,184,Oil (sunflower) - Retail,15,L,3,2016,7.73
1144,National Average,184,Oil (sunflower) - Retail,15,L,4,2016,7.73
1145,National Average,184,Oil (sunflower) - Retail,15,L,5,2016,7.58
1146,National Average,184,Oil (sunflower) - Retail,15,L,6,2016,7.6
1147,National Average,184,Oil (sunflower) - Retail,15,L,7,2016,7.69
1148,National Average,184,Oil (sunflower) - Retail,15,L,8,2016,7.72
1149,National Average,184,Oil (sunflower) - Retail,15,L,9,2016,7.75
1150,National Average,184,Oil (sunflower) - Retail,15,L,10,2016,7.77
1151,National Average,184,Oil (sunflower) - Retail,15,L,11,2016,7.8
1152,National Average,184,Oil (sunflower) - Retail,15,L,12,2016,7.88
1153,National Average,184,Oil (sunflower) - Retail,15,L,1,2017,8.08
1154,National Average,184,Oil (sunflower) - Retail,15,L,2,2017,8.19
1155,National Average,184,Oil (sunflower) - Retail,15,L,3,2017,8.3
1156,National Average,184,Oil (sunflower) - Retail,15,L,1,2018,8.329
1157,National Average,184,Oil (sunflower) - Retail,15,L,2,2018,8.3038
1158,National Average,184,Oil (sunflower) - Retail,15,L,3,2018,8.2944
1159,National Average,184,Oil (sunflower) - Retail,15,L,4,2018,8.2849
1160,National Average,184,Oil (sunflower) - Retail,15,L,5,2018,8.2953
1161,National Average,184,Oil (sunflower) - Retail,15,L,6,2018,8.6794
1162,National Average,184,Oil (sunflower) - Retail,15,L,7,2018,8.806
1163,National Average,184,Oil (sunflower) - Retail,15,L,8,2018,9.0924
1164,National Average,184,Oil (sunflower) - Retail,15,L,9,2018,9.9697
1165,National Average,184,Oil (sunflower) - Retail,15,L,10,2018,10.4074
1166,National Average,184,Oil (sunflower) - Retail,15,L,11,2018,10.3147
1167,National Average,184,Oil (sunflower) - Retail,15,L,12,2018,10.1233
1168,National Average,184,Oil (sunflower) - Retail,15,L,1,2019,9.5747
1169,National Average,184,Oil (sunflower) - Retail,15,L,2,2019,9.5382
1170,National Average,184,Oil (sunflower) - Retail,15,L,3,2019,9.4881
1171,National Average,184,Oil (sunflower) - Retail,15,L,4,2019,9.6916
1172,National Average,184,Oil (sunflower) - Retail,15,L,5,2019,10.1217
1173,National Average,184,Oil (sunflower) - Retail,15,L,6,2019,10.2961
1174,National Average,184,Oil (sunflower) - Retail,15,L,7,2019,10.3637
1175,National Average,184,Oil (sunflower) - Retail,15,L,8,2019,10.4147
1176,National Average,184,Oil (sunflower) - Retail,15,L,9,2019,10.5059
1177,National Average,184,Oil (sunflower) - Retail,15,L,10,2019,10.555
1178,National Average,184,Oil (sunflower) - Retail,15,L,11,2019,10.5567
1179,National Average,184,Oil (sunflower) - Retail,15,L,12,2019,10.5761
1180,National Average,185,Salt - Retail,5,KG,5,2013,1.3989
1181,National Average,185,Salt - Retail,5,KG,6,2013,1.3965
1182,National Average,185,Salt - Retail,5,KG,11,2013,1.4716
1183,National Average,185,Salt - Retail,5,KG,12,2013,1.4699
1184,National Average,185,Salt - Retail,5,KG,1,2014,1.4751
1185,National Average,185,Salt - Retail,5,KG,2,2014,1.4887
1186,National Average,185,Salt - Retail,5,KG,3,2014,1.4684
1187,National Average,185,Salt - Retail,5,KG,5,2014,1.4747
1188,National Average,185,Salt - Retail,5,KG,6,2014,1.4919
1189,National Average,185,Salt - Retail,5,KG,7,2014,1.4814
1190,National Average,185,Salt - Retail,5,KG,8,2014,1.4871
1191,National Average,185,Salt - Retail,5,KG,9,2014,1.4829
1192,National Average,185,Salt - Retail,5,KG,10,2014,1.404
1193,National Average,185,Salt - Retail,5,KG,11,2014,1.42
1194,National Average,185,Salt - Retail,5,KG,12,2014,1.417
1195,National Average,185,Salt - Retail,5,KG,1,2015,1.444
1196,National Average,185,Salt - Retail,5,KG,2,2015,1.511
1197,National Average,185,Salt - Retail,5,KG,3,2015,1.498
1198,National Average,185,Salt - Retail,5,KG,4,2015,1.48
1199,National Average,185,Salt - Retail,5,KG,5,2015,1.5
1200,National Average,185,Salt - Retail,5,KG,6,2015,1.51
1201,National Average,185,Salt - Retail,5,KG,7,2015,1.52
1202,National Average,185,Salt - Retail,5,KG,8,2015,1.53
1203,National Average,185,Salt - Retail,5,KG,9,2015,1.53
1204,National Average,185,Salt - Retail,5,KG,10,2015,1.53
1205,National Average,185,Salt - Retail,5,KG,11,2015,1.54
1206,National Average,185,Salt - Retail,5,KG,12,2015,1.6
1207,National Average,185,Salt - Retail,5,KG,1,2016,1.59
1208,National Average,185,Salt - Retail,5,KG,2,2016,1.6
1209,National Average,185,Salt - Retail,5,KG,3,2016,1.63
1210,National Average,185,Salt - Retail,5,KG,4,2016,1.59
1211,National Average,185,Salt - Retail,5,KG,5,2016,1.67
1212,National Average,185,Salt - Retail,5,KG,6,2016,1.69
1213,National Average,185,Salt - Retail,5,KG,7,2016,1.7
1214,National Average,185,Salt - Retail,5,KG,8,2016,1.69
1215,National Average,185,Salt - Retail,5,KG,9,2016,1.69
1216,National Average,185,Salt - Retail,5,KG,10,2016,1.69
1217,National Average,185,Salt - Retail,5,KG,11,2016,1.69
1218,National Average,185,Salt - Retail,5,KG,12,2016,1.77
1219,National Average,185,Salt - Retail,5,KG,1,2017,1.75
1220,National Average,185,Salt - Retail,5,KG,2,2017,1.81
1221,National Average,185,Salt - Retail,5,KG,3,2017,1.84
1222,National Average,185,Salt - Retail,5,KG,1,2018,1.8623
1223,National Average,185,Salt - Retail,5,KG,2,2018,1.9331
1224,National Average,185,Salt - Retail,5,KG,3,2018,2.0042
1225,National Average,185,Salt - Retail,5,KG,4,2018,2.0395
1226,National Average,185,Salt - Retail,5,KG,5,2018,2.0373
1227,National Average,185,Salt - Retail,5,KG,6,2018,2.0361
1228,National Average,185,Salt - Retail,5,KG,7,2018,2.0467
1229,National Average,185,Salt - Retail,5,KG,8,2018,2.0608
1230,National Average,185,Salt - Retail,5,KG,9,2018,2.3256
1231,National Average,185,Salt - Retail,5,KG,10,2018,2.4295
1232,National Average,185,Salt - Retail,5,KG,11,2018,2.4686
1233,National Average,185,Salt - Retail,5,KG,12,2018,2.4946
1234,National Average,185,Salt - Retail,5,KG,1,2019,2.0335
1235,National Average,185,Salt - Retail,5,KG,2,2019,2.0232
1236,National Average,185,Salt - Retail,5,KG,3,2019,2.039
1237,National Average,185,Salt - Retail,5,KG,4,2019,2.0395
1238,National Average,185,Salt - Retail,5,KG,5,2019,2.0011
1239,National Average,185,Salt - Retail,5,KG,6,2019,2.0379
1240,National Average,185,Salt - Retail,5,KG,7,2019,2.1772
1241,National Average,185,Salt - Retail,5,KG,8,2019,2.2553
1242,National Average,185,Salt - Retail,5,KG,9,2019,2.2906
1243,National Average,185,Salt - Retail,5,KG,10,2019,2.3038
1244,National Average,185,Salt - Retail,5,KG,11,2019,2.3262
1245,National Average,185,Salt - Retail,5,KG,12,2019,2.3404
1246,National Average,209,Coffee (instant) - Retail,33,Unit,5,2013,39.9178
1247,National Average,209,Coffee (instant) - Retail,33,Unit,6,2013,39.7595
1248,National Average,209,Coffee (instant) - Retail,33,Unit,11,2013,40.0271
1249,National Average,209,Coffee (instant) - Retail,33,Unit,12,2013,40.1146
1250,National Average,209,Coffee (instant) - Retail,33,Unit,1,2014,39.5101
1251,National Average,209,Coffee (instant) - Retail,33,Unit,2,2014,39.2539
1252,National Average,209,Coffee (instant) - Retail,33,Unit,3,2014,39.1349
1253,National Average,209,Coffee (instant) - Retail,33,Unit,5,2014,38.9136
1254,National Average,209,Coffee (instant) - Retail,33,Unit,6,2014,39.5854
1255,National Average,209,Coffee (instant) - Retail,33,Unit,7,2014,39.7204
1256,National Average,209,Coffee (instant) - Retail,33,Unit,8,2014,39.7109
1257,National Average,209,Coffee (instant) - Retail,33,Unit,9,2014,39.6986
1258,National Average,209,Coffee (instant) - Retail,33,Unit,10,2014,27.691
1259,National Average,209,Coffee (instant) - Retail,33,Unit,11,2014,29.124
1260,National Average,209,Coffee (instant) - Retail,33,Unit,12,2014,27.616
1261,National Average,209,Coffee (instant) - Retail,33,Unit,1,2015,27.368
1262,National Average,209,Coffee (instant) - Retail,33,Unit,2,2015,29.64
1263,National Average,209,Coffee (instant) - Retail,33,Unit,3,2015,29.785
1264,National Average,209,Coffee (instant) - Retail,33,Unit,4,2015,29.74
1265,National Average,209,Coffee (instant) - Retail,33,Unit,5,2015,29.89
1266,National Average,209,Coffee (instant) - Retail,33,Unit,6,2015,29.93
1267,National Average,209,Coffee (instant) - Retail,33,Unit,7,2015,29.86
1268,National Average,209,Coffee (instant) - Retail,33,Unit,8,2015,29.98
1269,National Average,209,Coffee (instant) - Retail,33,Unit,9,2015,30.07
1270,National Average,209,Coffee (instant) - Retail,33,Unit,10,2015,30.07
1271,National Average,209,Coffee (instant) - Retail,33,Unit,11,2015,29.9
1272,National Average,209,Coffee (instant) - Retail,33,Unit,12,2015,29.29
1273,National Average,209,Coffee (instant) - Retail,33,Unit,1,2016,34.49
1274,National Average,209,Coffee (instant) - Retail,33,Unit,2,2016,34.89
1275,National Average,209,Coffee (instant) - Retail,33,Unit,3,2016,35.36
1276,National Average,209,Coffee (instant) - Retail,33,Unit,4,2016,34.4
1277,National Average,209,Coffee (instant) - Retail,33,Unit,5,2016,35.39
1278,National Average,209,Coffee (instant) - Retail,33,Unit,6,2016,35.95
1279,National Average,209,Coffee (instant) - Retail,33,Unit,7,2016,36.12
1280,National Average,209,Coffee (instant) - Retail,33,Unit,8,2016,36.03
1281,National Average,209,Coffee (instant) - Retail,33,Unit,9,2016,35.72
1282,National Average,209,Coffee (instant) - Retail,33,Unit,10,2016,36.16
1283,National Average,209,Coffee (instant) - Retail,33,Unit,11,2016,36.02
1284,National Average,209,Coffee (instant) - Retail,33,Unit,12,2016,39.03
1285,National Average,209,Coffee (instant) - Retail,33,Unit,1,2017,33.6
1286,National Average,209,Coffee (instant) - Retail,33,Unit,2,2017,34.01
1287,National Average,209,Coffee (instant) - Retail,33,Unit,3,2017,34.76
1288,National Average,209,Coffee (instant) - Retail,33,Unit,1,2018,44.1398
1289,National Average,209,Coffee (instant) - Retail,33,Unit,2,2018,44.7409
1290,National Average,209,Coffee (instant) - Retail,33,Unit,3,2018,44.7844
1291,National Average,209,Coffee (instant) - Retail,33,Unit,4,2018,45.6708
1292,National Average,209,Coffee (instant) - Retail,33,Unit,5,2018,44.8013
1293,National Average,209,Coffee (instant) - Retail,33,Unit,6,2018,44.9167
1294,National Average,209,Coffee (instant) - Retail,33,Unit,7,2018,45.4514
1295,National Average,209,Coffee (instant) - Retail,33,Unit,8,2018,45.866
1296,National Average,209,Coffee (instant) - Retail,33,Unit,9,2018,46.3835
1297,National Average,209,Coffee (instant) - Retail,33,Unit,10,2018,46.4851
1298,National Average,209,Coffee (instant) - Retail,33,Unit,11,2018,47.8313
1299,National Average,209,Coffee (instant) - Retail,33,Unit,12,2018,47.5499
1300,National Average,209,Coffee (instant) - Retail,33,Unit,1,2019,39.1907
1301,National Average,209,Coffee (instant) - Retail,33,Unit,2,2019,39.6102
1302,National Average,209,Coffee (instant) - Retail,33,Unit,3,2019,39.8877
1303,National Average,209,Coffee (instant) - Retail,33,Unit,4,2019,39.0003
1304,National Average,209,Coffee (instant) - Retail,33,Unit,5,2019,39.5143
1305,National Average,209,Coffee (instant) - Retail,33,Unit,6,2019,39.7611
1306,National Average,209,Coffee (instant) - Retail,33,Unit,7,2019,39.2607
1307,National Average,209,Coffee (instant) - Retail,33,Unit,8,2019,39.1404
1308,National Average,209,Coffee (instant) - Retail,33,Unit,9,2019,39.1127
1309,National Average,209,Coffee (instant) - Retail,33,Unit,10,2019,38.8732
1310,National Average,209,Coffee (instant) - Retail,33,Unit,11,2019,38.066
1311,National Average,209,Coffee (instant) - Retail,33,Unit,12,2019,37.3771
1312,National Average,212,"Peas (green, dry) - Retail",5,KG,5,2013,2.3882
1313,National Average,212,"Peas (green, dry) - Retail",5,KG,6,2013,2.382
1314,National Average,212,"Peas (green, dry) - Retail",5,KG,5,2014,3.5312
1315,National Average,212,"Peas (green, dry) - Retail",5,KG,6,2014,2.4988
1316,National Average,212,"Peas (green, dry) - Retail",5,KG,4,2015,3.41
1317,National Average,212,"Peas (green, dry) - Retail",5,KG,5,2015,2.8
1318,National Average,212,"Peas (green, dry) - Retail",5,KG,6,2015,3.29
1319,National Average,229,Apples (red) - Retail,5,KG,5,2013,2.2489
1320,National Average,229,Apples (red) - Retail,5,KG,6,2013,2.3878
1321,National Average,229,Apples (red) - Retail,5,KG,11,2013,1.8338
1322,National Average,229,Apples (red) - Retail,5,KG,12,2013,1.8533
1323,National Average,229,Apples (red) - Retail,5,KG,1,2014,1.9203
1324,National Average,229,Apples (red) - Retail,5,KG,2,2014,2.0192
1325,National Average,229,Apples (red) - Retail,5,KG,3,2014,2.1796
1326,National Average,229,Apples (red) - Retail,5,KG,5,2014,2.4124
1327,National Average,229,Apples (red) - Retail,5,KG,6,2014,2.8621
1328,National Average,229,Apples (red) - Retail,5,KG,7,2014,2.8952
1329,National Average,229,Apples (red) - Retail,5,KG,8,2014,2.8395
1330,National Average,229,Apples (red) - Retail,5,KG,9,2014,2.547
1331,National Average,229,Apples (red) - Retail,5,KG,10,2014,2.368
1332,National Average,229,Apples (red) - Retail,5,KG,11,2014,2.221
1333,National Average,229,Apples (red) - Retail,5,KG,12,2014,2.247
1334,National Average,229,Apples (red) - Retail,5,KG,1,2015,2.284
1335,National Average,229,Apples (red) - Retail,5,KG,2,2015,2.246
1336,National Average,229,Apples (red) - Retail,5,KG,3,2015,2.277
1337,National Average,229,Apples (red) - Retail,5,KG,4,2015,2.45
1338,National Average,229,Apples (red) - Retail,5,KG,5,2015,2.72
1339,National Average,229,Apples (red) - Retail,5,KG,6,2015,2.98
1340,National Average,229,Apples (red) - Retail,5,KG,7,2015,2.67
1341,National Average,229,Apples (red) - Retail,5,KG,8,2015,2.45
1342,National Average,229,Apples (red) - Retail,5,KG,9,2015,2.38
1343,National Average,229,Apples (red) - Retail,5,KG,10,2015,2.38
1344,National Average,229,Apples (red) - Retail,5,KG,11,2015,1.93
1345,National Average,229,Apples (red) - Retail,5,KG,12,2015,2.05
1346,National Average,229,Apples (red) - Retail,5,KG,1,2016,2.27
1347,National Average,229,Apples (red) - Retail,5,KG,2,2016,2.31
1348,National Average,229,Apples (red) - Retail,5,KG,3,2016,2.33
1349,National Average,229,Apples (red) - Retail,5,KG,4,2016,2.38
1350,National Average,229,Apples (red) - Retail,5,KG,5,2016,2.57
1351,National Average,229,Apples (red) - Retail,5,KG,6,2016,2.73
1352,National Average,229,Apples (red) - Retail,5,KG,7,2016,2.83
1353,National Average,229,Apples (red) - Retail,5,KG,8,2016,2.82
1354,National Average,229,Apples (red) - Retail,5,KG,9,2016,2.49
1355,National Average,229,Apples (red) - Retail,5,KG,10,2016,2.04
1356,National Average,229,Apples (red) - Retail,5,KG,11,2016,2.08
1357,National Average,229,Apples (red) - Retail,5,KG,12,2016,2.29
1358,National Average,229,Apples (red) - Retail,5,KG,1,2017,2.33
1359,National Average,229,Apples (red) - Retail,5,KG,2,2017,2.52
1360,National Average,229,Apples (red) - Retail,5,KG,3,2017,2.83
1361,National Average,231,Cauliflower - Retail,5,KG,11,2013,2.3045
1362,National Average,231,Cauliflower - Retail,5,KG,12,2013,1.7894
1363,National Average,231,Cauliflower - Retail,5,KG,1,2014,1.8719
1364,National Average,231,Cauliflower - Retail,5,KG,2,2014,1.5279
1365,National Average,231,Cauliflower - Retail,5,KG,3,2014,1.9711
1366,National Average,231,Cauliflower - Retail,5,KG,10,2014,2.244
1367,National Average,231,Cauliflower - Retail,5,KG,11,2014,2.947
1368,National Average,231,Cauliflower - Retail,5,KG,12,2014,2.214
1369,National Average,231,Cauliflower - Retail,5,KG,1,2015,2.062
1370,National Average,231,Cauliflower - Retail,5,KG,2,2015,2.48
1371,National Average,231,Cauliflower - Retail,5,KG,3,2015,3.232
1372,National Average,231,Cauliflower - Retail,5,KG,11,2015,2.86
1373,National Average,231,Cauliflower - Retail,5,KG,12,2015,3.23
1374,National Average,231,Cauliflower - Retail,5,KG,1,2016,3.21
1375,National Average,231,Cauliflower - Retail,5,KG,2,2016,2.05
1376,National Average,231,Cauliflower - Retail,5,KG,3,2016,2.02
1377,National Average,231,Cauliflower - Retail,5,KG,4,2016,2.1
1378,National Average,231,Cauliflower - Retail,5,KG,10,2016,3.98
1379,National Average,231,Cauliflower - Retail,5,KG,11,2016,2.53
1380,National Average,231,Cauliflower - Retail,5,KG,12,2016,2.7
1381,National Average,231,Cauliflower - Retail,5,KG,1,2017,3.01
1382,National Average,231,Cauliflower - Retail,5,KG,2,2017,2.36
1383,National Average,231,Cauliflower - Retail,5,KG,3,2017,2.2
1384,National Average,231,Cauliflower - Retail,5,KG,1,2018,1.9117
1385,National Average,231,Cauliflower - Retail,5,KG,2,2018,2.4174
1386,National Average,231,Cauliflower - Retail,5,KG,3,2018,3.7365
1387,National Average,231,Cauliflower - Retail,5,KG,11,2018,3.9731
1388,National Average,231,Cauliflower - Retail,5,KG,12,2018,3.7287
1389,National Average,231,Cauliflower - Retail,5,KG,1,2019,4.7284
